image,mean_r,mean_g,mean_b
00_0178,0.20211949470649465,0.4683390258291358,0.3295414794643696
00_0185,0.3720971189046948,0.4873224366551631,0.14058044444014206
00_0187,0.2025839203148576,0.4683776916238882,0.32903838806125435
00_0192,0.2018329386007408,0.467886196217081,0.33028086518217825
00_0193,0.206973102860265,0.4691091971792397,0.3239176999604954
00_0195,0.387396634382372,0.4789963544310915,0.13360701118653634
00_0199,0.2041448553360474,0.4688103036593416,0.32704484100461084
00_0203,0.20977306658200906,0.4682009636257394,0.3220259697922515
00_0208,0.18311352236751,0.4583275748990268,0.3585589027334633
00_0210,0.2156758605968666,0.4818516037081877,0.3024725356949457
00_0212,0.2038908069011412,0.4694543694320348,0.3266548236668241
00_0215,0.381043461004929,0.462393875088116,0.15656266390695509
00_0219,0.2018736275171622,0.4669858896631269,0.3311404828197109
00_0220,0.3006322119253346,0.5040193653868673,0.195348422687798
00_0223,0.21719513756470954,0.4738228428652124,0.3089820195700781
00_0225,0.4792985485683045,0.4401248054628549,0.08057664596884062
00_0229,0.201591077154546,0.4689331969046533,0.3294757259408008
00_0231,0.20190131857134574,0.4679432203986265,0.3301554610300277
00_0235,0.4695205652312,0.4487530592399908,0.08172637552880907
00_0240,0.3848779188131145,0.4602396030224626,0.15488247816442285
00_0247,0.2028808312201707,0.4711948726379857,0.32592429614184365
00_0251,0.2001680451621264,0.4672235396604495,0.332608415177424
00_0253,0.2008115781523848,0.46459971893890395,0.33458870290871123
00_0256,0.2014019853964796,0.46726492706481004,0.33133308753871044
00_0257,0.2034894626734302,0.4664548465276846,0.33005569079888525
00_0261,0.20138675121953015,0.4696514405586437,0.32896180822182597
00_0263,0.20401719046736666,0.4707192511934506,0.32526355833918275
00_0265,0.3773602112489571,0.4818893883579522,0.1407504003930905
00_0266,0.20412588755661507,0.4689400742135863,0.3269340382297986
00_0270,0.22390903470766735,0.4920292247319904,0.28406174056034217
00_0273,0.19637629965931,0.4648070636702253,0.3388166366704647
00_0280,0.27917276605281593,0.4965489222926454,0.22427831165453865
00_0287,0.20724136734008292,0.470803188942021,0.3219554437178961
00_0289,0.2061733071159668,0.4681950941439438,0.32563159874008946
00_0290,0.22052196249015726,0.4971009127084754,0.28237712480136745
00_0291,0.2032179151521049,0.4680785310148901,0.3287035538330049
00_0295,0.30064999533281056,0.5029233848472316,0.1964266198199577
00_0296,0.20353668297734054,0.4678529982643178,0.3286103187583416
00_0303,0.20166865199901,0.469452528136194,0.32887881986479595
00_0305,0.24121748946037244,0.4929883233220936,0.2657941872175339
00_0307,0.17946931003197336,0.4580912163085626,0.3624394736594641
00_0318,0.2008917959218524,0.4678215976540043,0.33128660642414337
00_0320,0.3867395493909328,0.4591110468451111,0.15414940376395614
00_0325,0.380521063660436,0.4592076223485424,0.16027131399102154
00_0329,0.2034242328155393,0.4693478298952779,0.3272279372891827
00_0330,0.22474064195182344,0.4917702557655372,0.2834891022826393
00_0334,0.20053399867132307,0.4689141718399608,0.33055182948871603
00_0339,0.20387988179705094,0.4679640430686554,0.3281560751342937
00_0344,0.201980061593318,0.4666893974298648,0.3313305409768173
00_0345,0.28430089197095004,0.4969894738453864,0.2187096341836635
00_0347,0.20363342829521794,0.4708604076333633,0.3255061640714189
00_0348,0.20052855761523092,0.4693279109028983,0.3301435314818708
00_0349,0.2076567275900552,0.4711347686047378,0.3212085038052069
00_0352,0.19998739678403707,0.4676449593937019,0.33236764382226097
00_0355,0.3841258473908747,0.4607098547265769,0.1551642978825484
00_0357,0.20183900127845456,0.4691866695033081,0.3289743292182373
00_0358,0.2013076823330416,0.4674064616974624,0.3312858559694961
00_0361,0.20165186239435026,0.4658148950678192,0.3325332425378306
00_0363,0.18756839775594297,0.458153483369603,0.354278118874454
00_0365,0.27893587404017595,0.4948719399115656,0.2261921860482585
00_0366,0.19831584829592006,0.4650638236055947,0.33662032809848524
00_0368,0.20274261953402145,0.4720964118600646,0.32516096860591404
00_0381,0.195635275366802,0.4619234421958473,0.3424412824373507
00_0383,0.20521480036467632,0.4707085938829062,0.32407660575241753
00_0390,0.3659650666570979,0.4878309044421455,0.14620402890075665
00_0392,0.20604273735608652,0.4692355377223752,0.32472172492153834
00_0393,0.20246806642801424,0.4666824472250817,0.33084948634690403
00_0397,0.20170940076819932,0.4698447115164336,0.32844588771536704
00_0400,0.27494138678570884,0.4957840566811403,0.2292745565331508
00_0412,0.2022110558796817,0.4676680397506578,0.33012090436966063
00_0420,0.2988462316164284,0.5030221146175482,0.19813165376602365
00_0423,0.20675972115192134,0.4691980469190255,0.3240422319290531
00_0424,0.20379270159645888,0.4697087541321837,0.3264985442713575
00_0430,0.27515927728780515,0.4984827995332101,0.2263579231789848
00_0433,0.19801024368106426,0.4675972364629738,0.3343925198559619
00_0435,0.3807745771052744,0.4607366237616971,0.15848879913302855
00_0440,0.38299807699523736,0.4605540828313554,0.15644784017340732
00_0441,0.16111124489565629,0.4509365414451373,0.3879522136592064
00_0443,0.2020486560668172,0.468494913231566,0.32945643070161684
00_0446,0.20339786079281666,0.4681417542582094,0.328460384948974
00_0450,0.3827975988995009,0.4597365915718755,0.15746580952862355
00_0451,0.20361846274538356,0.4694566729138839,0.3269248643407326
00_0455,0.3887177965491991,0.4598065202869468,0.15147568316385412
00_0459,0.20275363974107685,0.4658639634953903,0.3313823967635328
00_0463,0.200313019581926,0.4667701078460471,0.3329168725720269
00_0472,0.2011919047248265,0.4699378971370669,0.32887019813810664
00_0474,0.20518352540471846,0.4694399959331471,0.3253764786621345
00_0475,0.2964423325269069,0.5004476878719644,0.20310997960112875
00_0479,0.21368643228414733,0.472214709076364,0.3140988586394887
00_0485,0.38152169993710455,0.4630877543598627,0.1553905457030328
00_0487,0.20123221907654035,0.4701667316676687,0.32860104925579103
00_0488,0.20094217136006792,0.4691429558436389,0.3299148727962932
00_0489,0.20197394258567444,0.4696834952550489,0.3283425621592766
00_0490,0.2467784843290801,0.4975125811904208,0.25570893448049914
00_0491,0.19386510326792625,0.4651858089037357,0.3409490878283381
00_0492,0.20284993833051154,0.4682379999489124,0.3289120617205761
00_0493,0.16395286032838827,0.4549377687636281,0.3811093709079837
00_0495,0.4788178358037778,0.4232226804495175,0.09795948374670478
00_0500,0.38231443192844944,0.4608773606115767,0.15680820745997398
00_0505,0.3853767276845852,0.4576201842501954,0.15700308806521934
00_0507,0.2115948740858612,0.4707741359674178,0.317630989946721
00_0510,0.2383059560055463,0.504369465962707,0.2573245780317465
00_0514,0.2024667397351146,0.4692510014037134,0.328282258861172
00_0517,0.20475556554512167,0.4690071821338764,0.3262372523210019
00_0518,0.2011992194455006,0.4690119753663044,0.32978880518819503
00_0519,0.20228181453051355,0.4700540038928453,0.3276641815766412
00_0520,0.4698481028324472,0.4472257211469653,0.08292617602058769
00_0527,0.1906363574046928,0.463048499140945,0.3463151434543622
00_0530,0.453027083870068,0.4531201559782231,0.093852760151709
00_0534,0.20210414708922195,0.4681018736148615,0.32979397929591664
00_0536,0.2041785888143672,0.4676776320357407,0.32814377914989196
00_0541,0.1661255118639075,0.4571934471417365,0.376681040994356
00_0546,0.2000498353429215,0.4677126366242677,0.3322375280328108
00_0553,0.20488447345203376,0.4685366767330377,0.3265788498149285
00_0556,0.20114211055295045,0.4690214339599146,0.32983645548713497
00_0558,0.20085906518986568,0.4692739668176021,0.32986696799253235
00_0559,0.19914929040129992,0.4669583073657257,0.3338924022329743
00_0560,0.3791204640597405,0.4585616537383218,0.1623178822019379
00_0565,0.2793644777698988,0.4968579375529671,0.2237775846771341
00_0567,0.20141714320363172,0.467215805660745,0.3313670511356232
00_0569,0.2024142126407704,0.46866660775479896,0.3289191796044306
00_0570,0.24761171291683898,0.4951106332903895,0.2572776537927716
00_0575,0.3822810277871887,0.4583034759141511,0.1594154962986602
00_0580,0.2986158080157536,0.5026087703307068,0.1987754216535397
00_0583,0.20381030493640312,0.4675809562665704,0.3286087387970265
00_0585,0.3888106758501123,0.4571070524824166,0.1540822716674711
00_0588,0.2031381332557696,0.4687744880629484,0.328087378681282
00_0589,0.19970119404497766,0.4702449059734521,0.3300538999815702
00_0590,0.2785521240759086,0.4979160255794253,0.22353185034466602
00_0591,0.2008743440658423,0.4672802785393873,0.33184537739477044
00_0595,0.2019947006844556,0.4821369474211538,0.3158683518943906
00_0600,0.38261994881769656,0.4590336817801861,0.1583463694021174
00_0607,0.17907728930663122,0.4587537097148857,0.3621690009784832
00_0612,0.20684027599508165,0.4721156484631888,0.32104407554172953
00_0614,0.20524493908479227,0.469782062217924,0.3249729986972837
00_0617,0.20299058104150533,0.4679478899099187,0.32906152904857594
00_0618,0.2040804698812056,0.4687782087203877,0.3271413213984067
00_0619,0.2007681092517372,0.4690989939331209,0.3301328968151419
00_0620,0.3832498540300708,0.4608458702048873,0.15590427576504184
00_0621,0.19932885090112665,0.4661476676201627,0.33452348147871064
00_0623,0.20391999962353485,0.4695367091741543,0.32654329120231085
00_0632,0.2034309287181389,0.4683589172211637,0.32821015406069753
00_0635,0.3872694750635702,0.4582422506467254,0.1544882742897044
00_0640,0.3803537695963692,0.4622987568468266,0.15734747355680412
00_0642,0.19695415850655387,0.4633384810042606,0.33970736048918554
00_0645,0.3818355596501096,0.4782935174284555,0.13987092292143494
00_0646,0.201200904397224,0.4684514667729831,0.33034762882979285
00_0650,0.3820929698650666,0.4596081451642573,0.15829888497067612
00_0652,0.20167797879998345,0.4650976708454816,0.33322435035453496
00_0656,0.20438964707459645,0.4701472583264188,0.3254630945989848
00_0660,0.4540887843896194,0.4428627681144776,0.10304844749590296
00_0665,0.4672927758272765,0.4508501586408963,0.0818570655318272
00_0667,0.2060206888339408,0.4698606825991039,0.3241186285669553
00_0668,0.18034128613019826,0.4623784583531129,0.35728025551668885
00_0670,0.21417644032981065,0.4920103712014845,0.2938131884687049
00_0679,0.2023093090270752,0.4708121875805077,0.3268785033924171
00_0680,0.28049761919900323,0.4954852327556765,0.22401714804532014
00_0681,0.20208744198336667,0.4712141648450736,0.32669839317155963
00_0683,0.205639663925662,0.4692518924910005,0.32510844358333746
00_0685,0.494241045302756,0.4256466743635897,0.08011228033365432
00_0688,0.20300631228318985,0.4654214843836344,0.3315722033331759
00_0690,0.3823363845132531,0.46132094695409,0.15634266853265694
00_0695,0.21557790207707933,0.4943567512302921,0.2900653466926287
00_0698,0.20086263071243046,0.4707003733456726,0.32843699594189696
00_0699,0.20516476853529889,0.4673766744378649,0.3274585570268363
00_0702,0.2051170381719078,0.4704741076407489,0.3244088541873433
00_0704,0.19232639778424265,0.4628725704309855,0.3448010317847719
00_0706,0.20224294635419016,0.4705099705956768,0.3272470830501329
00_0708,0.20198290364828309,0.4691419422278249,0.3288751541238921
00_0712,0.20101088707353296,0.4692014584045832,0.3297876545218838
00_0713,0.18304674982192695,0.45987156736971,0.35708168280836305
00_0714,0.2034822890862596,0.4689667564047678,0.32755095450897265
00_0715,0.206114368166828,0.4864088485096688,0.3074767833235032
00_0718,0.18992846283092293,0.4607811538053864,0.3492903833636906
00_0720,0.2847561324268708,0.4923407962569234,0.22290307131620585
00_0722,0.20350395955012532,0.4684122428566872,0.3280837975931876
00_0727,0.20205871532792355,0.4687288791606937,0.3292124055113826
00_0731,0.2020919047166453,0.4666856833469842,0.3312224119363705
00_0733,0.2026110681981597,0.4685105776675724,0.3288783541342679
00_0734,0.20644332666317808,0.4679303106392198,0.3256263626976021
00_0737,0.20263342127050132,0.4673427160874096,0.330023862642089
00_0740,0.2860021349985273,0.4945654774285865,0.21943238757288627
00_0741,0.20383197482249854,0.4717287770085435,0.32443924816895786
00_0745,0.21823584982166186,0.4953778705666591,0.28638627961167906
00_0751,0.1956874699606552,0.4637944592941535,0.3405180707451912
00_0755,0.383299084805106,0.4585655577294272,0.15813535746546692
00_0772,0.20494168382907635,0.468386884459429,0.32667143171149465
00_0773,0.19959886435425644,0.4666393979170993,0.3337617377286442
00_0777,0.2069990969654798,0.4690254096793998,0.3239754933551203
00_0778,0.2009967412534467,0.4650970324195017,0.3339062263270516
00_0779,0.2006642672411877,0.4688646873258177,0.33047104543299466
00_0780,0.3800122381154305,0.4623613842315776,0.15762637765299184
00_0783,0.20266819267914016,0.4660446907482122,0.33128711657264776
00_0789,0.20439372874711725,0.4667410379077461,0.32886523334513673
00_0791,0.20215621855152227,0.46771934192905,0.3301244395194277
00_0792,0.20325689935029687,0.4684738317396661,0.32826926891003705
00_0793,0.1962873650641096,0.4623150732768269,0.34139756165906354
00_0795,0.38348685615451616,0.460783172597028,0.155729971248456
00_0796,0.2028934260201831,0.4690730355200109,0.3280335384598061
00_0801,0.1962335421453531,0.4657492302321587,0.3380172276224881
00_0802,0.20158054969042685,0.4686064204347402,0.32981302987483296
00_0804,0.1994539994764976,0.463876258362748,0.33666974216075435
00_0807,0.20277703184427365,0.4700924993846137,0.3271304687711126
00_0809,0.2032199209872836,0.4669887924310949,0.32979128658162143
00_0810,0.38247437717333854,0.4622082849386889,0.1553173378879726
00_0811,0.21233733859224854,0.4729464961403985,0.31471616526735297
00_0812,0.19799834601603514,0.4667877448911349,0.3352139090928299
00_0815,0.470561939298395,0.4443493580305892,0.08508870267101595
00_0817,0.20297381224737845,0.4685227930908904,0.32850339466173123
00_0821,0.2061338415931752,0.4698874034911403,0.32397875491568445
00_0827,0.1988349681928895,0.466002241056152,0.33516279075095856
00_0828,0.19086548843806306,0.4649126753709124,0.3442218361910247
00_0830,0.28454071443606105,0.4925970367978844,0.2228622487660546
00_0832,0.20520635519641853,0.4669124638996541,0.3278811809039275
00_0835,0.2830981349990575,0.4953011117024854,0.22160075329845708
00_0836,0.2015921889865465,0.4681985927609301,0.3302092182525234
00_0837,0.20477066448144968,0.4690160440672542,0.3262132914512961
00_0842,0.21023936858587616,0.4710440299571094,0.3187166014570145
00_0845,0.388250860376831,0.4598722824886353,0.15187685713453364
00_0851,0.20770898969465973,0.4698664430277967,0.32242456727754365
00_0855,0.4577421922436845,0.4512970919989125,0.0909607157574032
00_0860,0.3870855653038676,0.4784445846133669,0.13446985008276546
00_0861,0.20380831582307976,0.4700202117935907,0.3261714723833296
00_0863,0.20759890600630007,0.4695292578405459,0.322871836153154
00_0865,0.2740715899621534,0.4953566600879468,0.23057174994989985
00_0866,0.20179839887022144,0.4697927346761354,0.3284088664536433
00_0867,0.20435593942998795,0.4678810624456722,0.3277629981243398
00_0872,0.1733965535793212,0.4578681114493075,0.3687353349713712
00_0875,0.38081466152677146,0.4624662419890828,0.1567190964841457
00_0880,0.4686192762459964,0.45211963646783204,0.07926108728617147
00_0882,0.2093896505346564,0.4705040500032632,0.3201062994620805
00_0886,0.19738806851854854,0.463142129971744,0.33946980150970746
00_0887,0.2036762356647528,0.4696499536702947,0.3266738106649525
00_0895,0.3785208339160476,0.4619439119149046,0.15953525416904776
00_0896,0.2027849178393732,0.4672511135166629,0.32996396864396393
00_0897,0.20119338302721698,0.4639584472834623,0.3348481696893208
00_0898,0.2009499134608806,0.4688149974432882,0.3302350890958313
00_0899,0.2072287425993891,0.4709147345415998,0.321856522859011
00_0900,0.3845696237513137,0.456348408873129,0.1590819673755574
00_0901,0.20530992049341584,0.4678892290789787,0.3268008504276054
00_0907,0.21323706985697866,0.4728100844858579,0.3139528456571635
00_0908,0.21065871106084869,0.47087068842094704,0.3184706005182043
00_0910,0.27907605664058416,0.4943701915238857,0.2265537518355301
00_0912,0.2031533135317596,0.4696823685793047,0.3271643178889358
00_0913,0.2034632148479689,0.4668792697915473,0.3296575153604839
00_0915,0.28785874798666816,0.4949260882095032,0.2172151638038287
00_0918,0.20193492607093289,0.4677243391207203,0.33034073480834675
00_0925,0.3792396938395094,0.4620197345439971,0.15874057161649344
00_0929,0.202276963209862,0.4673985483678342,0.33032448842230383
00_0930,0.20155568440709068,0.4783642381307962,0.3200800774621131
00_0934,0.20025008513754733,0.4692301727087918,0.33051974215366103
00_0943,0.21415906951285574,0.4709272310197151,0.31491369946742914
00_0944,0.1779004340698234,0.4610457095812043,0.3610538563489724
00_0952,0.20182929952418807,0.4689274581464436,0.3292432423293684
00_0955,0.38060745946286223,0.4603561710214598,0.15903636951567796
00_0956,0.20918767811540304,0.4701563554329941,0.3206559664516028
00_0957,0.2013936181043521,0.4689001608234303,0.3297062210722175
00_0960,0.27808905408616474,0.4933061039590945,0.22860484195474085
00_0968,0.20116932054759554,0.4688744018865792,0.3299562775658253
00_0969,0.19388012632358576,0.4639471472667197,0.3421727264096946
00_0974,0.21577458996968374,0.4738292610447839,0.3103961489855324
00_0975,0.38184603165339226,0.4575051479675914,0.16064882037901626
00_0980,0.3850343634214731,0.4599581460129463,0.15500749056558066
00_0984,0.2064453512377764,0.4685460855279762,0.3250085632342474
00_0986,0.2043276727067697,0.4685663585387536,0.3271059687544767
00_0988,0.1817312555424196,0.4601234994330465,0.35814524502453404
00_0992,0.20261406280626626,0.4680806050127912,0.3293053321809426
00_0993,0.20639498790394895,0.4685125160911183,0.3250924960049326
00_1001,0.23898326268938425,0.4746858505803181,0.2863308867302978
00_1005,0.2025936829926301,0.4816503292231461,0.3157559877842238
00_1006,0.20660635381402725,0.4692652164478419,0.3241284297381308
00_1007,0.19902502561540644,0.4653766239106274,0.3355983504739661
00_1014,0.20090794867092573,0.4686508860724597,0.3304411652566146
00_1015,0.26354376766232496,0.4964787135183403,0.23997751881933474
00_1020,0.2955832409760813,0.4983541473838334,0.20606261164008535
00_1022,0.20626391043828632,0.4709998342570047,0.3227362553047089
00_1023,0.20415288014635186,0.4677385796429126,0.3281085402107356
00_1025,0.3869327548147581,0.4597294696055128,0.15333777557972925
00_1026,0.20296126342295892,0.4659153412368237,0.33112339534021745
00_1033,0.20401678560656056,0.468646519920543,0.32733669447289643
00_1040,0.4709005619887103,0.4491584270517127,0.07994101095957712
00_1045,0.2950903142415645,0.4947244145916189,0.2101852711668165
00_1056,0.2041069269537648,0.4674050395306313,0.328488033515604
00_1057,0.1977353522722013,0.4641607045535714,0.3381039431742272
00_1058,0.2025575402765674,0.4701170731558406,0.3273253865675921
00_1060,0.25806726907980954,0.4956289183281866,0.246303812592004
00_1061,0.201544081336376,0.4690795586007343,0.3293763600628897
00_1065,0.3908339219614636,0.4567909132323307,0.15237516480620564
00_1070,0.2477502573293997,0.5024997211195853,0.24975002155101506
00_1071,0.21302823805233234,0.4715092567239117,0.3154625052237561
00_1079,0.20061131657064826,0.4678558684624334,0.3315328149669184
00_1080,0.3780461817967083,0.4632323602380111,0.1587214579652806
00_1083,0.2000882285117305,0.4678162211024071,0.3320955503858624
00_1086,0.20403963287966911,0.4709060409717163,0.32505432614861457
00_1088,0.20329486275847367,0.4685828035618434,0.32812233367968296
00_1089,0.2045453642521187,0.4671091224330037,0.3283455133148776
00_1090,0.4821279433864628,0.43968365433455797,0.07818840227897915
00_1091,0.1980839451884248,0.4648635370655267,0.3370525177460485
00_1092,0.2026843995098439,0.4694764186290231,0.3278391818611328
00_1095,0.2983617759023439,0.4957653569091026,0.20587286718855355
00_1100,0.2845812960179783,0.4952298062874773,0.2201888976945445
00_1105,0.2817329873953625,0.4955592613402345,0.22270775126440304
00_1107,0.203911116890802,0.4701569131968632,0.3259319699123348
00_1109,0.20313289468365595,0.4672393654400878,0.3296277398762562
00_1110,0.3791766283200823,0.4608784697418597,0.15994490193805808
00_1116,0.2012878075919666,0.4668067911109257,0.33190540129710777
00_1120,0.4665276796279633,0.4506836712071569,0.0827886491648798
00_1122,0.20142907432037505,0.4690301440910488,0.32954078158857625
00_1123,0.19902754250322727,0.4654181889764042,0.33555426852036835
00_1126,0.201209239089191,0.4701952451909784,0.3285955157198306
00_1127,0.20183824427994373,0.4677934923360791,0.3303682633839771
00_1129,0.21195315872409085,0.470655388505169,0.3173914527707402
00_1133,0.2044190386419332,0.4680763321384682,0.3275046292195986
00_1135,0.3845011366946357,0.4606676991316938,0.15483116417367054
00_1137,0.2056444245597314,0.4691144144719485,0.3252411609683201
00_1139,0.20019964173763705,0.4690132111166427,0.3307871471457202
00_1140,0.2054788249021385,0.4834568762838404,0.31106429881402115
00_1141,0.1594282743283775,0.4539470028930442,0.38662472277857823
00_1142,0.19355112873347527,0.4658845647643207,0.3405643065022041
00_1144,0.2066904298862468,0.4696723045433609,0.32363726557039224
00_1145,0.4666298867757598,0.43396767470917774,0.09940243851506247
00_1146,0.2010585939645022,0.4686241167900021,0.3303172892454957
00_1147,0.20281424096502554,0.4669277969196341,0.3302579621153404
00_1153,0.21375661040738986,0.4656556484993026,0.3205877410933076
00_1154,0.20351229556151496,0.4693274352113934,0.3271602692270916
00_1155,0.3843954201325761,0.4583171424305422,0.1572874374368817
00_1156,0.20173699320824875,0.4675668888721568,0.3306961179195945
00_1162,0.21549373753789075,0.4729469892183014,0.3115592732438078
00_1165,0.3798747014472367,0.4605228275854146,0.15960247096734873
00_1168,0.1966962499392392,0.46269684096171604,0.3406069090990449
00_1169,0.2013874188062071,0.4673071388623422,0.3313054423314506
00_1170,0.2798833077824527,0.491926103449558,0.22819058876798926
00_1171,0.20371630479417474,0.4670663139157826,0.3292173812900427
00_1172,0.20246452687768968,0.4677189388055597,0.3298165343167506
00_1178,0.20631297560742654,0.4694557787927303,0.3242312455998432
00_1181,0.15869805905711507,0.4503568392699199,0.3909451016729652
00_1185,0.3822931312358695,0.4630980313730154,0.15460883739111514
00_1187,0.20295450379996907,0.4685230536689208,0.3285224425311102
00_1192,0.2010734805770664,0.4653648672021893,0.3335616522207443
00_1194,0.20399907034130446,0.467842884159514,0.3281580454991814
00_1205,0.4725661156704022,0.4497378527997861,0.07769603152981176
00_1206,0.2009359068697764,0.4694080595178116,0.3296560336124121
00_1208,0.20300415327827015,0.4677657713523095,0.3292300753694204
00_1209,0.203020944247964,0.4667973592760226,0.3301816964760134
00_1210,0.3830320254076308,0.4614231724789081,0.15554480211346106
00_1211,0.2005147643699616,0.4684869768373886,0.3309982587926498
00_1212,0.2160862310177412,0.473394701348837,0.3105190676334217
00_1215,0.20512126886941312,0.483044640731287,0.3118340903992999
00_1218,0.2035991016163488,0.4685559880605932,0.3278449103230581
00_1219,0.20937839499096988,0.4701285666328174,0.3204930383762128
00_1220,0.3717033667648569,0.4886601856546518,0.13963644758049146
00_1225,0.4770396434130604,0.44453778955738055,0.07842256702955909
00_1230,0.3821671920229274,0.46069197037617,0.15714083760090256
00_1234,0.2159453225804335,0.4702804929579914,0.3137741844615752
00_1235,0.2599618979259433,0.4951994208282941,0.24483868124576255
00_1236,0.1974757356327588,0.461376925455568,0.3411473389116733
00_1237,0.20542899683183846,0.4699393764012992,0.3246316267668622
00_1239,0.21733058271233704,0.4728192804077762,0.3098501368798867
00_1241,0.20398068572236736,0.4684677862256943,0.3275515280519383
00_1245,0.3790060566639085,0.4884923288744085,0.13250161446168304
00_1247,0.1993537215845942,0.4645081736909898,0.336138104724416
00_1250,0.29845916893567576,0.50706951542218,0.19447131564214426
00_1251,0.20123235420661909,0.4686940270110134,0.33007361878236746
00_1252,0.2043428736685831,0.4700917938722875,0.3255653324591294
00_1253,0.1740787864112986,0.4595893216471375,0.3663318919415641
00_1255,0.3824388074442686,0.4618480551136249,0.15571313744210644
00_1256,0.20209348451235304,0.4677607184666554,0.3301457970209915
00_1258,0.2052279654578806,0.4696531201844381,0.3251189143576813
00_1259,0.2033634773309275,0.4691097660712144,0.3275267565978581
00_1260,0.3868341144366852,0.4589109015239134,0.15425498403940133
00_1262,0.2102341620756946,0.4709067785807192,0.3188590593435863
00_1265,0.3828660459060579,0.4598660837345923,0.15726787035934967
00_1270,0.4699664940064871,0.4392747088985121,0.090758797095001
00_1271,0.20988526047452305,0.4707218508780064,0.3193928886474704
00_1276,0.20087504501690195,0.4678476199078485,0.3312773350752496
00_1280,0.39164491846607297,0.4570995827049957,0.15125549882893125
00_1283,0.20172458109226896,0.4680686051040781,0.330206813803653
00_1284,0.1994218313132153,0.4673779102963993,0.33320025839038536
00_1285,0.2007761632539824,0.4796147946942665,0.31960904205175106
00_1286,0.19289798776499986,0.4625399928787968,0.3445620193562033
00_1288,0.16304377991245406,0.4565622820208203,0.3803939380667256
00_1289,0.20670674446734005,0.4688225367863841,0.3244707187462758
00_1290,0.3846782914158132,0.4603972987063867,0.15492440987780004
00_1291,0.20037134177916646,0.4684283930348823,0.33120026518595125
